state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
WA,0 to 8,Visual Impairment,Capacity Building,1462,41865.0,52.60981507008163,120,12.183333333333334,47.39018492991837,36100.0,Medium Risk,Assistive Technology and Communication Support
WA,9 to 14,Intellectual Disability,Therapeutic Support,538,78610.0,52.758690598019314,109,4.935779816513762,47.241309401980686,26674.0,Medium Risk,Capacity Building - Social and Community Participation
TAS,35 to 44,Physical Disability,Therapeutic Support,922,56339.0,87.66148824416177,105,8.780952380952382,12.338511755838226,8856.0,Low Risk,Assistive Technology / Transport Support
SA,25 to 34,Physical Disability,Assistive Technology,517,32819.0,56.30929808357884,81,6.382716049382716,43.69070191642116,26925.0,Medium Risk,Assistive Technology / Transport Support
TAS,45 to 54,Autism,Therapeutic Support,401,69230.0,58.050111571445235,66,6.075757575757576,41.949888428554765,49980.0,Medium Risk,Capacity Building - Improved Daily Living
NSW,35 to 44,Hearing Impairment,Capacity Building,1064,31933.0,84.75554683031501,104,10.23076923076923,15.244453169684988,13442.0,Low Risk,Assistive Technology and Communication Support
VIC,15 to 24,Developmental Delay,Assistive Technology,1264,66189.0,41.714973055107826,96,13.166666666666666,58.285026944892174,41927.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,65+,Developmental Delay,Community Participation,307,16418.0,51.69152769195041,123,2.4959349593495936,48.30847230804959,53165.0,Medium Risk,Capacity Building - Improved Daily Living
NT,25 to 34,Other / Unknown,Community Participation,327,51645.0,82.37607536746141,24,13.625,17.62392463253859,6768.0,Low Risk,General Core Support Monitoring
TAS,55 to 64,Acquired Brain Injury,Support Coordination,1369,13808.0,62.29182991365146,90,15.21111111111111,37.70817008634854,26332.0,Medium Risk,Therapy and Daily Living Support Review
QLD,9 to 14,Acquired Brain Injury,Assistive Technology,83,34706.0,87.4739036046762,62,1.3387096774193548,12.526096395323805,17647.0,Low Risk,Therapy and Daily Living Support Review
ACT,9 to 14,Autism,Community Participation,1291,33952.0,42.30796013147392,126,10.246031746031745,57.69203986852608,18731.0,Medium Risk,Capacity Building - Improved Daily Living
SA,0 to 8,Developmental Delay,Assistive Technology,1540,50394.0,60.22249687074215,31,49.67741935483871,39.77750312925785,59497.0,Medium Risk,Capacity Building - Improved Daily Living
TAS,25 to 34,Developmental Delay,Capacity Building,851,30374.0,81.52131634871083,68,12.514705882352942,18.478683651289174,24540.0,Low Risk,Capacity Building - Improved Daily Living
VIC,25 to 34,Acquired Brain Injury,Community Participation,444,34471.0,79.92962364317037,97,4.577319587628866,20.070376356829627,12516.0,Low Risk,Therapy and Daily Living Support Review
NSW,15 to 24,Acquired Brain Injury,Capacity Building,1443,26439.0,45.91313494358426,3,481.0,54.08686505641574,35527.0,High Risk,Support Coordination / Plan Management Review
QLD,45 to 54,Autism,Assistive Technology,969,16168.0,37.70661756767856,61,15.885245901639344,62.29338243232144,34129.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,55 to 64,Neurological Disability,Therapeutic Support,1584,50950.0,84.10860299159012,14,113.14285714285714,15.891397008409882,14623.0,Medium Risk,Provider Availability Review
ACT,25 to 34,Other / Unknown,Core Support,784,68533.0,39.4391032383742,102,7.686274509803922,60.5608967616258,15266.0,Medium Risk,Core Support Monitoring
NSW,0 to 8,Acquired Brain Injury,Community Participation,1516,50874.0,75.68085765290438,31,48.903225806451616,24.31914234709562,51056.0,Medium Risk,Therapy and Daily Living Support Review
WA,45 to 54,Acquired Brain Injury,Assistive Technology,678,49132.0,85.87790069948758,104,6.519230769230769,14.122099300512417,43413.0,Low Risk,Therapy and Daily Living Support Review
WA,15 to 24,Autism,Core Support,727,56765.0,89.33767651966237,85,8.552941176470588,10.662323480337633,10528.0,Low Risk,Capacity Building - Improved Daily Living
NSW,55 to 64,Neurological Disability,Community Participation,966,18472.0,56.168582619957164,122,7.918032786885246,43.831417380042836,42143.0,Medium Risk,Therapy and Daily Living Support Review
VIC,0 to 8,Psychosocial Disability,Support Coordination,490,27974.0,80.965882400276,23,21.304347826086957,19.034117599724,53808.0,Low Risk,Psychosocial Recovery and Community Participation
NSW,15 to 24,Acquired Brain Injury,Core Support,983,52494.0,70.40177540293024,48,20.479166666666668,29.59822459706976,33272.0,Medium Risk,Therapy and Daily Living Support Review
VIC,15 to 24,Physical Disability,Capacity Building,787,18755.0,32.232600039594416,17,46.294117647058826,67.76739996040558,40078.0,High Risk,Assistive Technology / Transport Support
WA,65+,Developmental Delay,Therapeutic Support,1230,64083.0,73.07946960365268,90,13.666666666666666,26.920530396347317,34654.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,65+,Neurological Disability,Community Participation,885,45527.0,30.25975855525374,109,8.119266055045872,69.74024144474626,45690.0,Medium Risk,Therapy and Daily Living Support Review
WA,45 to 54,Visual Impairment,Support Coordination,176,74069.0,68.87362450290124,76,2.3157894736842106,31.126375497098763,24430.0,Medium Risk,Assistive Technology and Communication Support
SA,35 to 44,Hearing Impairment,Core Support,572,56440.0,59.47240419003031,129,4.434108527131783,40.52759580996969,8371.0,Medium Risk,Assistive Technology and Communication Support
ACT,9 to 14,Other / Unknown,Core Support,480,53716.0,48.01459379140161,34,14.117647058823529,51.98540620859839,45206.0,Medium Risk,Core Support Monitoring
SA,0 to 8,Developmental Delay,Core Support,83,27175.0,86.12679554477165,8,10.375,13.873204455228347,43142.0,Low Risk,Capacity Building - Improved Daily Living
QLD,25 to 34,Intellectual Disability,Community Participation,788,67959.0,44.77740809006977,73,10.794520547945206,55.22259190993023,37819.0,Medium Risk,Capacity Building - Social and Community Participation
NT,65+,Other / Unknown,Community Participation,1217,56506.0,72.54017579072254,39,31.205128205128204,27.459824209277457,7972.0,Medium Risk,Plan Utilisation Support
ACT,55 to 64,Acquired Brain Injury,Support Coordination,1489,29895.0,57.56487300945012,96,15.510416666666666,42.43512699054988,17099.0,Medium Risk,Therapy and Daily Living Support Review
VIC,55 to 64,Visual Impairment,Support Coordination,250,51903.0,56.5850705910086,31,8.064516129032258,43.4149294089914,30453.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 24,Hearing Impairment,Core Support,597,48081.0,70.48791957942949,84,7.107142857142857,29.512080420570513,19875.0,Low Risk,Assistive Technology and Communication Support
ACT,9 to 14,Visual Impairment,Capacity Building,344,51704.0,55.30987506188697,102,3.372549019607843,44.69012493811303,29103.0,Medium Risk,Assistive Technology and Communication Support
NSW,55 to 64,Visual Impairment,Therapeutic Support,624,54879.0,41.27871106425731,77,8.103896103896103,58.72128893574269,8531.0,Medium Risk,Assistive Technology and Communication Support
SA,15 to 24,Acquired Brain Injury,Support Coordination,1015,34765.0,55.192279706105396,51,19.901960784313726,44.807720293894604,49827.0,Medium Risk,Therapy and Daily Living Support Review
VIC,45 to 54,Autism,Therapeutic Support,474,81878.0,71.26077371473596,122,3.8852459016393444,28.73922628526404,28742.0,Medium Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Developmental Delay,Therapeutic Support,1568,27671.0,61.769821450087825,55,28.509090909090908,38.230178549912175,22474.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,65+,Psychosocial Disability,Core Support,1344,59548.0,53.73090314888127,18,74.66666666666667,46.26909685111873,35631.0,Medium Risk,Support Coordination / Plan Management Review
SA,9 to 14,Other / Unknown,Core Support,1212,13229.0,57.04146306550541,81,14.962962962962964,42.95853693449459,6114.0,Medium Risk,Core Support Monitoring
QLD,35 to 44,Acquired Brain Injury,Core Support,1415,22522.0,44.21991704226427,30,47.166666666666664,55.78008295773573,27071.0,High Risk,Therapy and Daily Living Support Review
QLD,15 to 24,Developmental Delay,Assistive Technology,243,34968.0,31.549646992616047,23,10.565217391304348,68.45035300738395,35232.0,Medium Risk,Capacity Building - Improved Daily Living
SA,0 to 8,Visual Impairment,Core Support,562,47957.0,26.69605478613094,31,18.129032258064516,73.30394521386906,56775.0,Medium Risk,Assistive Technology and Communication Support
TAS,35 to 44,Acquired Brain Injury,Community Participation,350,53583.0,93.68935667952908,21,16.666666666666668,6.310643320470916,38971.0,Low Risk,Therapy and Daily Living Support Review
ACT,35 to 44,Acquired Brain Injury,Therapeutic Support,1186,41467.0,93.21506247796023,14,84.71428571428571,6.784937522039769,16220.0,Medium Risk,Provider Availability Review
SA,65+,Developmental Delay,Therapeutic Support,242,34430.0,90.18703299356238,51,4.745098039215686,9.812967006437617,13207.0,Low Risk,Capacity Building - Improved Daily Living
SA,65+,Physical Disability,Assistive Technology,1083,55284.0,92.7534712038352,85,12.741176470588234,7.246528796164796,8168.0,Low Risk,Assistive Technology / Transport Support
VIC,45 to 54,Intellectual Disability,Therapeutic Support,999,49722.0,35.44289287204438,92,10.858695652173912,64.55710712795562,34336.0,Medium Risk,Capacity Building - Social and Community Participation
NT,0 to 8,Psychosocial Disability,Support Coordination,561,30632.0,42.08833525599036,22,25.5,57.91166474400964,51991.0,Medium Risk,Psychosocial Recovery and Community Participation
NSW,45 to 54,Hearing Impairment,Core Support,1256,75775.0,25.52380972747366,129,9.736434108527131,74.47619027252634,13857.0,Medium Risk,Assistive Technology and Communication Support
SA,15 to 24,Physical Disability,Support Coordination,312,42058.0,72.88000724927393,77,4.0519480519480515,27.11999275072607,37348.0,Low Risk,Assistive Technology / Transport Support
TAS,65+,Other / Unknown,Support Coordination,847,78665.0,39.53460204657438,78,10.85897435897436,60.46539795342562,35972.0,Medium Risk,High-Intensity Support Review
NT,9 to 14,Hearing Impairment,Core Support,1270,63960.0,47.51088720086158,62,20.483870967741936,52.48911279913842,9723.0,High Risk,Assistive Technology and Communication Support
NT,9 to 14,Hearing Impairment,Capacity Building,291,21551.0,40.573757649011796,128,2.2734375,59.426242350988204,49818.0,Medium Risk,Assistive Technology and Communication Support
NSW,65+,Hearing Impairment,Community Participation,1203,51319.0,47.70839648991236,56,21.482142857142858,52.29160351008764,48909.0,Medium Risk,Assistive Technology and Communication Support
SA,65+,Visual Impairment,Assistive Technology,1491,25715.0,79.36820734445033,22,67.77272727272727,20.631792655549674,13137.0,Medium Risk,Assistive Technology and Communication Support
QLD,9 to 14,Hearing Impairment,Community Participation,354,50281.0,35.991784813393494,45,7.866666666666666,64.0082151866065,5649.0,Medium Risk,Assistive Technology and Communication Support
TAS,35 to 44,Intellectual Disability,Capacity Building,277,78540.0,92.88555954255037,104,2.6634615384615383,7.114440457449632,10541.0,Low Risk,Capacity Building - Social and Community Participation
VIC,35 to 44,Other / Unknown,Capacity Building,1486,73164.0,47.431841989441864,71,20.929577464788732,52.568158010558136,20590.0,High Risk,Capacity Building Support Review
QLD,65+,Other / Unknown,Assistive Technology,445,30514.0,70.55685855308244,62,7.17741935483871,29.443141446917565,12050.0,Low Risk,Plan Utilisation Support
VIC,45 to 54,Hearing Impairment,Community Participation,670,61643.0,70.77338014347444,107,6.261682242990654,29.22661985652556,44050.0,Medium Risk,Assistive Technology and Communication Support
TAS,35 to 44,Intellectual Disability,Core Support,320,66295.0,44.475200620497276,80,4.0,55.524799379502724,10473.0,Medium Risk,Capacity Building - Social and Community Participation
NT,9 to 14,Psychosocial Disability,Assistive Technology,1205,82335.0,29.24950292213382,33,36.515151515151516,70.75049707786619,35188.0,High Risk,Psychosocial Recovery and Community Participation
NT,35 to 44,Neurological Disability,Assistive Technology,986,22236.0,82.53165045403037,103,9.572815533980583,17.46834954596963,22024.0,Low Risk,Therapy and Daily Living Support Review
ACT,65+,Visual Impairment,Core Support,127,21692.0,70.85797239973354,63,2.015873015873016,29.14202760026646,16554.0,Low Risk,Assistive Technology and Communication Support
QLD,45 to 54,Autism,Core Support,1009,46117.0,66.58671908658314,108,9.342592592592593,33.413280913416855,18467.0,Medium Risk,Capacity Building - Improved Daily Living
QLD,0 to 8,Visual Impairment,Support Coordination,664,50991.0,66.29896555701094,101,6.574257425742574,33.701034442989055,11091.0,Medium Risk,Assistive Technology and Communication Support
SA,45 to 54,Acquired Brain Injury,Capacity Building,450,47662.0,87.25112955370494,40,11.25,12.748870446295058,46914.0,Low Risk,Therapy and Daily Living Support Review
WA,15 to 24,Developmental Delay,Capacity Building,1408,30160.0,91.37033791603838,93,15.13978494623656,8.62966208396162,10035.0,Low Risk,Capacity Building - Improved Daily Living
NSW,35 to 44,Intellectual Disability,Capacity Building,667,55263.0,76.96328583977625,52,12.826923076923077,23.036714160223752,31083.0,Low Risk,Capacity Building - Social and Community Participation
NSW,35 to 44,Hearing Impairment,Therapeutic Support,693,74032.0,43.68535542564099,20,34.65,56.31464457435901,52282.0,High Risk,Assistive Technology and Communication Support
SA,9 to 14,Intellectual Disability,Community Participation,777,39193.0,29.512020271843614,103,7.543689320388349,70.48797972815639,18964.0,Medium Risk,Capacity Building - Social and Community Participation
QLD,9 to 14,Acquired Brain Injury,Assistive Technology,249,78536.0,68.24501554719879,92,2.7065217391304346,31.75498445280121,5274.0,Medium Risk,Therapy and Daily Living Support Review
SA,25 to 34,Physical Disability,Support Coordination,1441,61128.0,89.69962685753426,51,28.254901960784313,10.300373142465745,47059.0,Medium Risk,Assistive Technology / Transport Support
TAS,65+,Visual Impairment,Capacity Building,376,34966.0,57.26865772910294,126,2.984126984126984,42.73134227089706,40338.0,Medium Risk,Assistive Technology and Communication Support
NSW,55 to 64,Hearing Impairment,Assistive Technology,370,72222.0,31.828129474108785,115,3.217391304347826,68.17187052589122,40664.0,Medium Risk,Assistive Technology and Communication Support
ACT,9 to 14,Acquired Brain Injury,Capacity Building,1390,26438.0,68.21429699479802,65,21.384615384615383,31.78570300520198,13341.0,Medium Risk,Therapy and Daily Living Support Review
VIC,65+,Physical Disability,Therapeutic Support,407,22127.0,55.933075162154935,78,5.217948717948718,44.066924837845065,18446.0,Medium Risk,Assistive Technology / Transport Support
VIC,45 to 54,Autism,Therapeutic Support,160,59540.0,53.67907535842962,59,2.711864406779661,46.32092464157038,15006.0,Medium Risk,Capacity Building - Improved Daily Living
